20160211141552 CRAWL RESUMED - Running
           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2016-02-12T11:02:16Z       50380       30894        19486       0.15(0.26)      9(20)             0             0        48771         63828            1       30343       15447
2016-02-12T11:02:36Z       50380       30891        19489       0.15(0.26)      9(20)             0             1        49358         63828            1       30340       15445
2016-02-12T11:02:56Z       50380       30888        19492       0.15(0.26)      9(20)             0             1        49887         63828            1       30337       15444
2016-02-12T11:03:16Z       50380       30885        19495       0.15(0.26)      9(20)             0             0        50342         63828            1       30334       15442
2016-02-12T11:03:36Z       50380       30883        19497        0.1(0.26)      6(20)             0             0        50741         63828            1       30332       15441
2016-02-12T11:03:56Z       50382       30882        19500       0.15(0.26)      6(20)             0             0        53643         63828            1       30331       15441
2016-02-12T11:04:16Z       50387       30882        19505       0.25(0.26)      2(20)             0             1        39389         63828            1       30331       15441
2016-02-12T11:04:36Z       50446       30937        19509        0.2(0.26)     12(20)             0             0        48134         63828            1       30386       15468
2016-02-12T11:04:56Z       50447       30937        19510       0.05(0.26)      3(20)             0             0        50285         63828            1       30386       15468
2016-02-12T11:05:16Z       50450       30937        19513       0.15(0.26)      9(20)             0             0        39106         63828            1       30386       15468
2016-02-12T11:05:36Z       50507       30992        19515        0.1(0.26)      6(20)             0             2        44071         63828            1       30441       15496
2016-02-12T11:05:56Z       50510       30992        19518       0.15(0.26)      9(20)             0             0        50398         63828            1       30441       15496
2016-02-12T11:06:16Z       50623       31102        19521       0.15(0.26)      6(20)             0             0        56084         63828            1       30551       15551
2016-02-12T11:06:36Z       50624       31100        19524       0.15(0.26)      9(20)             0             0        40934         63828            1       30549       15550
2016-02-12T11:06:56Z       50624       31098        19526        0.1(0.26)      6(20)             0             0        41311         63828            1       30547       15549
2016-02-12T11:07:16Z       50624       31095        19529       0.15(0.26)      9(20)             0             0        41860         63828            1       30544       15547
2016-02-12T11:07:36Z       50624       31093        19531        0.1(0.26)      6(20)             0             1        42300         63828            1       30542       15546
2016-02-12T11:07:56Z       50624       31091        19533        0.1(0.26)      6(20)             0             0        42619         63828            1       30540       15545
2016-02-12T11:08:16Z       50624       31088        19536       0.15(0.26)      9(20)             0             0        43181         63828            1       30537       15544
2016-02-12T11:08:36Z       50624       31085        19539       0.15(0.26)      9(20)             0             0        43728         63828            1       30534       15542
2016-02-12T11:08:56Z       50624       31083        19541        0.1(0.26)      6(20)             0             0        44092         63828            1       30532       15541
2016-02-12T11:09:16Z       50624       31081        19543        0.1(0.26)      6(20)             0             1        44564         63828            1       30530       15540
2016-02-12T11:09:36Z       50624       31078        19546       0.15(0.26)      9(20)             0             0        45133         63828            1       30527       15539
2016-02-12T11:09:56Z       50624       31076        19548        0.1(0.26)      6(20)             0             1        45585         63828            1       30525       15538
2016-02-12T11:10:16Z       50624       31073        19551       0.15(0.26)      9(20)             0             1        46143         63828            1       30522       15536
2016-02-12T11:10:36Z       50624       31069        19555        0.2(0.26)     12(20)             0             0        46783         63828            1       30518       15534
2016-02-12T11:10:56Z       50624       31066        19558       0.15(0.26)      9(20)             0             0        47371         63828            1       30515       15533
2016-02-12T11:11:16Z       50625       31064        19561       0.15(0.26)      9(20)             0             0        49863         63828            1       30513       15532
2016-02-12T11:11:36Z       50626       31064        19562       0.05(0.26)      0(20)             0             0        50620         63828            1       30513       15532
2016-02-12T11:11:56Z       50630       31064        19566        0.2(0.26)      4(20)             0             1        54627         63828            1       30513       15532
2016-02-12T11:12:16Z       50689       31119        19570        0.2(0.26)     12(20)             0             0        45716         63828            1       30568       15559
2016-02-12T11:12:36Z       50691       31119        19572        0.1(0.26)      6(20)             0             0        49934         63828            1       30568       15559
2016-02-12T11:12:56Z       50749       31174        19575       0.15(0.26)      9(20)             0             0        39125         63828            1       30623       15587
2016-02-12T11:13:16Z       50752       31174        19578       0.15(0.26)      9(20)             0             0        45230         63828            1       30623       15587
2016-02-12T11:13:36Z       50865       31283        19582        0.2(0.26)      9(20)             0             0        51007         63828            1       30732       15641
2016-02-12T11:13:56Z       50866       31281        19585       0.15(0.26)      9(20)             0             0        53423         63828            1       30730       15640
2016-02-12T11:14:16Z       50866       31278        19588       0.15(0.26)      9(20)             0             0        53970         63828            1       30727       15639
2016-02-12T11:14:36Z       50866       31276        19590        0.1(0.26)      6(20)             0             0        54327         63828            1       30725       15638
2016-02-12T11:14:56Z       50866       31274        19592        0.1(0.26)      6(20)             0             1        54769         63828            1       30723       15637
2016-02-12T11:15:16Z       50866       31270        19596        0.2(0.26)     12(20)             0             0        55370         63828            1       30719       15635
2016-02-12T11:15:36Z       50866       31267        19599       0.15(0.26)      9(20)             0             0        55914         63828            1       30716       15633
2016-02-12T11:15:56Z       50866       31264        19602       0.15(0.26)      9(20)             0             0        38892         63828            1       30713       15632
2016-02-12T11:16:16Z       50866       31261        19605       0.15(0.26)      9(20)             0             0        39350         63828            1       30710       15630
2016-02-12T11:16:36Z       50866       31258        19608       0.15(0.26)      9(20)             0             0        39859         63828            1       30707       15629
2016-02-12T11:16:56Z       50866       31255        19611       0.15(0.26)      9(20)             0             0        40366         63828            1       30704       15627
2016-02-12T11:17:16Z       50866       31252        19614       0.15(0.26)      9(20)             0             0        40900         63828            1       30701       15626
2016-02-12T11:17:36Z       50866       31249        19617       0.15(0.26)      9(20)             0             1        41478         63828            1       30698       15624
2016-02-12T11:17:56Z       50866       31246        19620       0.15(0.26)      9(20)             0             0        41934         63828            1       30695       15623
2016-02-12T11:18:16Z       50868       31246        19622        0.1(0.26)      6(20)             0             1        46242         63828            1       30695       15623
2016-02-12T11:18:36Z       50926       31301        19625       0.15(0.26)      9(20)             0             0        52863         63828            1       30750       15650
2016-02-12T11:18:56Z       50928       31301        19627        0.1(0.26)      6(20)             0             0        39738         63828            1       30750       15650
2016-02-12T11:19:16Z       50986       31356        19630       0.15(0.26)      9(20)             0             0        46437         63828            1       30805       15678
2016-02-12T11:19:36Z       50989       31356        19633       0.15(0.26)      9(20)             0             0        52739         63828            1       30805       15678
2016-02-12T11:19:56Z       51102       31466        19636       0.15(0.26)      9(20)             0             0        42214         63828            1       30915       15733
2016-02-12T11:20:16Z       51104       31464        19640        0.2(0.26)      9(20)             0             0        45267         63828            1       30913       15732
2016-02-12T11:20:36Z       51104       31461        19643       0.15(0.26)      9(20)             0             0        45780         63828            1       30910       15730
2016-02-12T11:20:56Z       51104       31458        19646       0.15(0.26)      9(20)             0             1        46363         63828            1       30907       15729
2016-02-12T11:21:16Z       51104       31456        19648        0.1(0.26)      6(20)             0             0        46801         63828            1       30905       15728
2016-02-12T11:21:36Z       51104       31453        19651       0.15(0.26)      9(20)             0             0        47323         63828            1       30902       15726
2016-02-12T11:21:56Z       51104       31450        19654       0.15(0.26)      9(20)             0             0        47903         63828            1       30899       15725
2016-02-12T11:22:16Z       51104       31447        19657       0.15(0.26)      9(20)             0             0        48377         63828            1       30896       15723
2016-02-12T11:22:36Z       51104       31444        19660       0.15(0.26)      9(20)             0             0        48921         63828            1       30893       15722
2016-02-12T11:22:56Z       51104       31441        19663       0.15(0.26)      9(20)             0             1        49520         63828            1       30890       15720
2016-02-12T11:23:16Z       51104       31438        19666       0.15(0.26)      9(20)             0             1        50127         63828            1       30887       15719
2016-02-12T11:23:36Z       51104       31434        19670        0.2(0.26)     12(20)             0             0        50724         63828            1       30883       15717
2016-02-12T11:23:56Z       51104       31431        19673       0.15(0.26)      9(20)             0             0        51255         63828            1       30880       15715
2016-02-12T11:24:16Z       51104       31430        19674       0.05(0.26)      3(20)             0             0        51505         63828            1       30879       15715
2016-02-12T11:24:36Z       51104       31428        19676        0.1(0.26)      6(20)             0             0        51877         63828            1       30877       15714
2016-02-12T11:24:56Z       51108       31428        19680        0.2(0.26)      4(20)             0             0        55889         63828            1       30877       15714
2016-02-12T11:25:16Z       51111       31428        19683       0.15(0.26)      1(20)             0             1        40442         63828            1       30877       15714
2016-02-12T11:25:36Z       51116       31428        19688       0.25(0.26)      5(20)             0             0        45029         63828            1       30877       15714
2016-02-12T11:25:56Z       51174       31483        19691       0.15(0.26)      9(20)             0             0        51796         63828            1       30932       15741
2016-02-12T11:26:16Z       51177       31483        19694       0.15(0.26)      9(20)             0             0        40703         63828            1       30932       15741
2016-02-12T11:26:36Z       51235       31538        19697       0.15(0.26)      9(20)             0             0        47475         63828            1       30987       15769
2016-02-12T11:26:56Z       51238       31538        19700       0.15(0.26)      9(20)             0             0        53848         63828            1       30987       15769
2016-02-12T11:27:16Z       51351       31647        19704        0.2(0.26)      9(20)             0             0        42261         63828            1       31096       15823
2016-02-12T11:27:36Z       51352       31646        19706        0.1(0.26)      6(20)             0             1        44662         63828            1       31095       15823
2016-02-12T11:27:56Z       51352       31644        19708        0.1(0.26)      6(20)             0             0        44973         63828            1       31093       15822
2016-02-12T11:28:16Z       51352       31641        19711       0.15(0.26)      9(20)             0             0        45505         63828            1       31090       15820
2016-02-12T11:28:36Z       51352       31638        19714       0.15(0.26)      9(20)             0             0        46041         63828            1       31087       15819
2016-02-12T11:28:56Z       51352       31635        19717       0.15(0.26)      9(20)             0             0        46609         63828            1       31084       15817
2016-02-12T11:29:16Z       51352       31632        19720       0.15(0.26)      9(20)             0             0        47166         63828            1       31081       15816
2016-02-12T11:29:36Z       51352       31629        19723       0.15(0.26)      9(20)             0             1        47754         63828            1       31078       15814
2016-02-12T11:29:56Z       51352       31626        19726       0.15(0.26)      9(20)             0             1        48359         63828            1       31075       15813
2016-02-12T11:30:16Z       51352       31622        19730        0.2(0.26)     12(20)             0             0        49015         63828            1       31071       15811
2016-02-12T11:30:36Z       51352       31619        19733       0.15(0.26)      9(20)             0             0        49576         63828            1       31068       15809
2016-02-12T11:30:56Z       51352       31616        19736       0.15(0.26)      9(20)             0             0        50119         63828            1       31065       15808
2016-02-12T11:31:16Z       51352       31613        19739       0.15(0.26)      9(20)             0             0        50667         63828            1       31062       15806
2016-02-12T11:31:36Z       51352       31610        19742       0.15(0.26)      9(20)             0             0        51237         63828            1       31059       15805
2016-02-12T11:31:56Z       51356       31610        19746        0.2(0.26)      4(20)             0             1        55318         63828            1       31059       15805
2016-02-12T11:32:16Z       51416       31665        19751       0.25(0.26)      7(20)             0             0        44273         63828            1       31114       15832
2016-02-12T11:32:36Z       51419       31665        19754       0.15(0.26)      9(20)             0             0        50747         63828            1       31114       15832
2016-02-12T11:32:56Z       51422       31665        19757       0.15(0.26)      9(20)             0             0        39711         63828            1       31114       15832
2016-02-12T11:33:16Z       51480       31720        19760       0.15(0.26)      9(20)             0             0        46663         63828            1       31169       15860
2016-02-12T11:33:36Z       51538       31775        19763       0.15(0.26)      9(20)             0             0        53526         63828            1       31224       15887
2016-02-12T11:33:56Z       51595       31829        19766       0.15(0.26)      6(20)             0             0        39488         63828            1       31278       15914
2016-02-12T11:34:16Z       51596       31828        19768        0.1(0.26)      6(20)             0             0        41873         63828            1       31277       15914
2016-02-12T11:34:36Z       51596       31825        19771       0.15(0.26)      9(20)             0             0        42417         63828            1       31274       15912
2016-02-12T11:34:56Z       51596       31822        19774       0.15(0.26)      9(20)             0             1        43079         63828            1       31271       15911
2016-02-12T11:35:16Z       51596       31819        19777       0.15(0.26)      9(20)             0             1        43666         63828            1       31268       15909
2016-02-12T11:35:36Z       51596       31816        19780       0.15(0.26)      9(20)             0             1        44260         63828            1       31265       15908
2016-02-12T11:35:56Z       51596       31812        19784        0.2(0.26)     12(20)             0             0        44874         63828            1       31261       15906
2016-02-12T11:36:16Z       51596       31810        19786        0.1(0.26)      6(20)             0             1        45383         63828            1       31259       15905
2016-02-12T11:36:36Z       51596       31807        19788        0.1(0.26)      6(20)             1             1        45948         63828            1       31257       15903
2016-02-12T11:36:56Z       51596       31804        19791       0.15(0.26)      9(20)             1             0        46592         63828            1       31254       15902
2016-02-12T11:37:16Z       51596       31801        19794       0.15(0.26)      9(20)             1             0        47183         63828            1       31251       15900
2016-02-12T11:37:36Z       51596       31798        19797       0.15(0.26)      9(20)             1             0        47774         63828            1       31248       15899
2016-02-12T11:37:56Z       51596       31795        19800       0.15(0.26)      9(20)             1             0        48361         63828            1       31245       15897
2016-02-12T11:38:16Z       51596       31792        19803       0.15(0.26)      9(20)             1             0        48932         63828            1       31242       15896
2016-02-12T11:38:36Z       51599       31791        19807        0.2(0.26)      7(20)             1             0        52609         63828            1       31241       15895
2016-02-12T11:38:56Z       51658       31846        19811        0.2(0.26)      7(20)             1             0        41133         63828            1       31296       15923
2016-02-12T11:39:16Z       51661       31846        19814       0.15(0.26)      9(20)             1             0        47481         63828            1       31296       15923
2016-02-12T11:39:36Z       51664       31846        19817       0.15(0.26)      9(20)             1             0        53854         63828            1       31296       15923
2016-02-12T11:39:56Z       51722       31901        19820       0.15(0.26)      9(20)             1             0        43290         63828            1       31351       15950
2016-02-12T11:40:16Z       51780       31956        19823       0.15(0.26)      9(20)             1             0        50028         63828            1       31406       15978
2016-02-12T11:40:36Z       51837       32009        19827        0.2(0.26)      9(20)             1             0        53506         63828            1       31459       16004
2016-02-12T11:40:56Z       51838       32007        19830       0.15(0.26)      9(20)             1             0        56026         63828            1       31457       16003
2016-02-12T11:41:16Z       51838       32004        19833       0.15(0.26)      9(20)             1             0        56579         63828            1       31454       16002
2016-02-12T11:41:36Z       51838       32001        19836       0.15(0.26)      9(20)             1             0        39496         63828            1       31451       16000
2016-02-12T11:41:56Z       51838       31998        19839       0.15(0.26)      9(20)             1             0        39979         63828            1       31448       15999
2016-02-12T11:42:16Z       51838       31995        19842       0.15(0.26)      9(20)             1             0        40522         63828            1       31445       15997
2016-02-12T11:42:36Z       51838       31992        19845       0.15(0.26)      9(20)             1             0        41071         63828            1       31442       15996
2016-02-12T11:42:56Z       51838       31989        19848       0.15(0.26)      9(20)             1             0        41610         63828            1       31439       15994
2016-02-12T11:43:16Z       51838       31986        19851       0.15(0.26)      9(20)             1             1        42172         63828            1       31436       15993
2016-02-12T11:43:36Z       51838       31983        19854       0.15(0.26)      9(20)             1             1        42784         63828            1       31433       15991
2016-02-12T11:43:56Z       51838       31979        19858        0.2(0.26)     12(20)             1             0        43425         63828            1       31429       15989
2016-02-12T11:44:16Z       51838       31976        19861       0.15(0.26)      9(20)             1             0        43967         63828            1       31426       15988
2016-02-12T11:44:36Z       51838       31973        19864       0.15(0.26)      9(20)             1             0        44530         63828            1       31423       15986
2016-02-12T11:44:56Z       51896       32028        19867       0.15(0.26)      9(20)             1             0        51332         63828            1       31478       16014
2016-02-12T11:45:16Z       51899       32028        19870       0.15(0.26)      9(20)             1             0        40496         63828            1       31478       16014
2016-02-12T11:45:36Z       51902       32028        19873       0.15(0.26)      9(20)             1             0        46879         63828            1       31478       16014
2016-02-12T11:45:56Z       51960       32083        19876       0.15(0.26)      9(20)             1             0        53831         63828            1       31533       16041
2016-02-12T11:46:16Z       52018       32138        19879       0.15(0.26)      9(20)             1             0        43119         63828            1       31588       16069
2016-02-12T11:46:36Z       52075       32192        19882       0.15(0.26)      6(20)             1             1        46566         63828            1       31642       16096
2016-02-12T11:46:56Z       52076       32190        19885       0.15(0.26)      9(20)             1             1        49062         63828            1       31640       16095
2016-02-12T11:47:16Z       52076       32186        19889        0.2(0.26)     12(20)             1             0        49725         63828            1       31636       16093
2016-02-12T11:47:36Z       52076       32183        19892       0.15(0.26)      9(20)             1             0        50288         63828            1       31633       16091
2016-02-12T11:47:56Z       52076       32180        19895       0.15(0.26)      9(20)             1             0        50903         63828            1       31630       16090
2016-02-12T11:48:16Z       52076       32178        19897        0.1(0.26)      6(20)             1             0        51271         63828            1       31628       16089
2016-02-12T11:48:36Z       52076       32177        19898       0.05(0.26)      3(20)             1             1        51595         63828            1       31627       16088
2016-02-12T11:48:56Z       52076       32174        19901       0.15(0.26)      9(20)             1             0        52085         63828            1       31624       16087
2016-02-12T11:49:16Z       52076       32171        19904       0.15(0.26)      9(20)             1             0        52691         63828            1       31621       16085
2016-02-12T11:49:36Z       52076       32168        19907       0.15(0.26)      9(20)             1             0        53271         63828            1       31618       16084
2016-02-12T11:49:56Z       52076       32165        19910       0.15(0.26)      9(20)             1             0        53783         63828            1       31615       16082
2016-02-12T11:50:16Z       52076       32162        19913       0.15(0.26)      9(20)             1             1        54429         63828            1       31612       16081
2016-02-12T11:50:36Z       52076       32159        19916       0.15(0.26)      9(20)             1             1        55017         63828            1       31609       16079
2016-02-12T11:50:56Z       52076       32155        19920        0.2(0.26)     12(20)             1             0        55651         63828            1       31605       16077
2016-02-12T11:51:16Z       52080       32155        19924        0.2(0.26)      4(20)             1             0        42226         63828            1       31605       16077
2016-02-12T11:51:36Z       52085       32155        19929       0.25(0.26)      2(20)             1             0        45444         63828            1       31605       16077
2016-02-12T11:51:56Z       52143       32210        19932       0.15(0.26)      9(20)             1             1        52112         63828            1       31660       16105
2016-02-12T11:52:16Z       52145       32210        19934        0.1(0.26)      6(20)             1             0        56343         63828            1       31660       16105
2016-02-12T11:52:36Z       52148       32210        19937       0.15(0.26)      9(20)             1             1        45026         63828            1       31660       16105
2016-02-12T11:52:56Z       52206       32265        19940       0.15(0.26)      9(20)             1             1        51747         63828            1       31715       16132
2016-02-12T11:53:16Z       52264       32320        19943       0.15(0.26)      9(20)             1             1        40831         63828            1       31770       16160
2016-02-12T11:53:36Z       52321       32374        19946       0.15(0.26)      6(20)             1             0        44072         63828            1       31824       16187
2016-02-12T11:53:56Z       52322       32372        19949       0.15(0.26)      9(20)             1             0        46472         63828            1       31822       16186
2016-02-12T11:54:16Z       52322       32369        19952       0.15(0.26)      9(20)             1             0        46969         63828            1       31819       16184
2016-02-12T11:54:36Z       52322       32366        19955       0.15(0.26)      9(20)             1             0        47502         63828            1       31816       16183
2016-02-12T11:54:56Z       52322       32363        19958       0.15(0.26)      9(20)             1             0        48079         63828            1       31813       16181
2016-02-12T11:55:16Z       52322       32360        19961       0.15(0.26)      9(20)             1             0        48568         63828            1       31810       16180
2016-02-12T11:55:36Z       52322       32357        19964       0.15(0.26)      9(20)             1             1        49172         63828            1       31807       16178
2016-02-12T11:55:56Z       52322       32354        19967       0.15(0.26)      9(20)             1             1        49701         63828            1       31804       16177
2016-02-12T11:56:16Z       52322       32350        19971        0.2(0.26)     12(20)             1             0        50334         63828            1       31800       16175
2016-02-12T11:56:36Z       52322       32348        19973        0.1(0.26)      6(20)             1             0        50692         63828            1       31798       16174
2016-02-12T11:56:56Z       52322       32345        19976       0.15(0.26)      9(20)             1             0        51234         63828            1       31795       16172
2016-02-12T11:57:16Z       52322       32342        19979       0.15(0.26)      9(20)             1             0        51779         63828            1       31792       16171
2016-02-12T11:57:36Z       52322       32339        19982       0.15(0.26)      9(20)             1             0        52306         63828            1       31789       16169
2016-02-12T11:57:56Z       52322       32338        19983       0.05(0.26)      3(20)             1             0        52567         63828            1       31788       16169
2016-02-12T11:58:16Z       52324       32337        19986       0.15(0.26)      6(20)             1             0        55406         63828            1       31787       16168
2016-02-12T11:58:36Z       52329       32337        19991       0.25(0.26)      2(20)             1             1        41040         63828            1       31787       16168
2016-02-12T11:58:56Z       52387       32392        19994       0.15(0.26)      9(20)             1             1        47797         63828            1       31842       16196
2016-02-12T11:59:16Z       52391       32392        19998        0.2(0.26)     12(20)             1             0        56160         63828            1       31842       16196
2016-02-12T11:59:36Z       52449       32447        20001       0.15(0.26)      9(20)             1             0        45654         63828            1       31897       16223
2016-02-12T11:59:56Z       52452       32447        20004       0.15(0.26)      9(20)             1             0        52029         63828            1       31897       16223
2016-02-12T12:00:16Z       52565       32557        20007       0.15(0.26)      6(20)             1             0        40122         63828            1       32007       16278
2016-02-12T12:00:36Z       52566       32555        20010       0.15(0.26)      9(20)             1             1        42603         63828            1       32005       16277
2016-02-12T12:00:56Z       52566       32552        20013       0.15(0.26)      9(20)             1             1        43183         63828            1       32002       16276
2016-02-12T12:01:16Z       52566       32549        20016       0.15(0.26)      9(20)             1             0        43673         63828            1       31999       16274
2016-02-12T12:01:36Z       52566       32548        20017       0.05(0.26)      3(20)             1             1        43983         63828            1       31998       16274
2016-02-12T12:01:56Z       52566       32547        20018       0.05(0.26)      3(20)             1             0        44130         63828            1       31997       16273
2016-02-12T12:02:16Z       52566       32544        20021       0.15(0.26)      9(20)             1             0        44696         63828            1       31994       16272
2016-02-12T12:02:36Z       52566       32541        20024       0.15(0.26)      9(20)             1             0        45270         63828            1       31991       16270
2016-02-12T12:02:56Z       52566       32538        20027       0.15(0.26)      9(20)             1             0        45850         63828            1       31988       16269
2016-02-12T12:03:16Z       52566       32538        20027          0(0.26)      0(20)             1             1        46009         63828            1       31988       16269
2016-02-12T12:03:36Z       52566       32536        20029        0.1(0.26)      6(20)             1             0        46310         63828            1       31986       16268
2016-02-12T12:03:56Z       52566       32533        20032       0.15(0.26)      9(20)             1             0        46867         63828            1       31983       16266
2016-02-12T12:04:16Z       52566       32531        20034        0.1(0.26)      6(20)             1             0        47285         63828            1       31981       16265
2016-02-12T12:04:36Z       52566       32530        20035       0.05(0.26)      3(20)             1             0        47541         63828            1       31980       16265
2016-02-12T12:04:56Z       52566       32527        20038       0.15(0.26)      9(20)             1             0        48117         63828            1       31977       16263
2016-02-12T12:05:16Z       52566       32524        20041       0.15(0.26)      9(20)             1             0        48658         63828            1       31974       16262
2016-02-12T12:05:36Z       52566       32521        20044       0.15(0.26)      9(20)             1             0        49246         63828            1       31971       16260
2016-02-12T12:05:56Z       52567       32519        20047       0.15(0.26)      9(20)             1             0        51743         63828            1       31969       16259
2016-02-12T12:06:16Z       52571       32519        20051        0.2(0.26)      2(20)             1             1        54317         63828            1       31969       16259
2016-02-12T12:06:36Z       52630       32574        20055        0.2(0.26)     12(20)             1             0        45530         63828            1       32024       16287
2016-02-12T12:06:56Z       52633       32574        20058       0.15(0.25)      9(20)             1             0        51801         63828            1       32024       16287
2016-02-12T12:07:16Z       52690       32629        20060        0.1(0.25)      6(20)             1             2        56585         63828            1       32079       16314
2016-02-12T12:07:36Z       52693       32629        20063       0.15(0.25)      9(20)             1             0        45329         63828            1       32079       16314
2016-02-12T12:07:56Z       52750       32684        20065        0.1(0.25)      6(20)             1             0        49898         63828            1       32134       16342
2016-02-12T12:08:16Z       52807       32738        20068       0.15(0.25)      6(20)             1             0        53227         63828            1       32188       16369
2016-02-12T12:08:36Z       52808       32736        20071       0.15(0.25)      9(20)             1             0        55652         63828            1       32186       16368
2016-02-12T12:08:56Z       52808       32734        20073        0.1(0.25)      6(20)             1             0        56015         63828            1       32184       16367
2016-02-12T12:09:16Z       52808       32731        20076       0.15(0.25)      9(20)             1             0        56549         63828            1       32181       16365
2016-02-12T12:09:36Z       52808       32728        20079       0.15(0.25)      9(20)             1             0        57072         63828            1       32178       16364
2016-02-12T12:09:56Z       52808       32725        20082       0.15(0.25)      9(20)             1             0        57636         63828            1       32175       16362
2016-02-12T12:10:16Z       52808       32722        20085       0.15(0.25)      9(20)             1             0        40460         63828            1       32172       16361
2016-02-12T12:10:36Z       52808       32719        20088       0.15(0.25)      9(20)             1             0        40965         63828            1       32169       16359
2016-02-12T12:10:56Z       52808       32716        20091       0.15(0.25)      9(20)             1             0        41470         63828            1       32166       16358
2016-02-12T12:11:16Z       52808       32713        20094       0.15(0.25)      9(20)             1             0        41982         63828            1       32163       16356
2016-02-12T12:11:36Z       52808       32710        20097       0.15(0.25)      9(20)             1             0        42487         63828            1       32160       16355
2016-02-12T12:11:56Z       52808       32707        20100       0.15(0.25)      9(20)             1             0        43052         63828            1       32157       16353
2016-02-12T12:12:16Z       52808       32704        20103       0.15(0.25)      9(20)             1             0        43571         63828            1       32154       16352
2016-02-12T12:12:36Z       52808       32701        20106       0.15(0.25)      9(20)             1             0        44094         63828            1       32151       16350
2016-02-12T12:12:56Z       52866       32756        20109       0.15(0.25)      9(20)             1             1        50782         63828            1       32206       16378
2016-02-12T12:13:16Z       52869       32756        20112       0.15(0.25)      9(20)             1             1        57107         63828            1       32206       16378
2016-02-12T12:13:36Z       52928       32811        20116        0.2(0.25)     12(20)             1             0        48470         63828            1       32261       16405
2016-02-12T12:13:56Z       52929       32811        20117       0.05(0.25)      3(20)             1             0        50677         63828            1       32261       16405
2016-02-12T12:14:16Z       52932       32811        20120       0.15(0.25)      9(20)             1             0        56981         63828            1       32261       16405
2016-02-12T12:14:36Z       53045       32920        20124        0.2(0.25)      9(20)             1             0        45114         63828            1       32370       16460
2016-02-12T12:14:56Z       53045       32919        20125       0.05(0.25)      3(20)             1             0        45388         63828            1       32369       16459
2016-02-12T12:15:16Z       53046       32917        20128       0.15(0.25)      9(20)             1             0        47871         63828            1       32367       16458
2016-02-12T12:15:36Z       53046       32914        20131       0.15(0.25)      9(20)             1             0        48363         63828            1       32364       16457
2016-02-12T12:15:56Z       53046       32911        20134       0.15(0.25)      9(20)             1             0        48919         63828            1       32361       16455
2016-02-12T12:16:16Z       53046       32908        20137       0.15(0.25)      9(20)             1             0        49450         63828            1       32358       16454
2016-02-12T12:16:36Z       53046       32905        20140       0.15(0.25)      9(20)             1             0        49986         63828            1       32355       16452
2016-02-12T12:16:56Z       53046       32902        20143       0.15(0.25)      9(20)             1             1        50591         63828            1       32352       16451
2016-02-12T12:17:16Z       53046       32899        20146       0.15(0.25)      9(20)             1             1        51114         63828            1       32349       16449
2016-02-12T12:17:36Z       53046       32895        20150        0.2(0.25)     12(20)             1             0        51745         63828            1       32345       16447
2016-02-12T12:17:56Z       53046       32892        20153       0.15(0.25)      9(20)             1             0        52287         63828            1       32342       16446
2016-02-12T12:18:16Z       53046       32889        20156       0.15(0.25)      9(20)             1             0        52834         63828            1       32339       16444
2016-02-12T12:18:36Z       53046       32887        20158        0.1(0.25)      6(20)             1             0        53197         63828            1       32337       16443
2016-02-12T12:18:56Z       53046       32885        20160        0.1(0.25)      6(20)             1             0        53578         63828            1       32335       16442
2016-02-12T12:19:16Z       53047       32883        20163       0.15(0.25)      9(20)             1             0        56043         63828            1       32333       16441
2016-02-12T12:19:36Z       53051       32883        20167        0.2(0.25)      2(20)             1             0        41000         63828            1       32333       16441
2016-02-12T12:19:56Z       53109       32938        20170       0.15(0.25)      9(20)             1             0        47646         63828            1       32388       16469
2016-02-12T12:20:16Z       53112       32938        20173       0.15(0.25)      9(20)             1             0        53940         63828            1       32388       16469
2016-02-12T12:20:36Z       53114       32938        20175        0.1(0.25)      6(20)             1             0        40643         63828            1       32388       16469
2016-02-12T12:20:56Z       53171       32993        20177        0.1(0.25)      6(20)             1             0        45351         63828            1       32443       16496
2016-02-12T12:21:16Z       53174       32993        20180       0.15(0.25)      9(20)             1             0        51588         63828            1       32443       16496
2016-02-12T12:21:36Z       53174       32993        20180          0(0.25)      0(20)             1             1        51740         63828            1       32443       16496
2016-02-12T12:21:56Z       53287       33102        20184        0.2(0.25)      9(20)             1             0        57532         63828            1       32552       16551
2016-02-12T12:22:16Z       53288       33100        20187       0.15(0.25)      9(20)             1             0        42508         63828            1       32550       16550
2016-02-12T12:22:36Z       53288       33097        20190       0.15(0.25)      9(20)             1             1        43095         63828            1       32547       16548
2016-02-12T12:22:56Z       53288       33095        20192        0.1(0.25)      6(20)             1             1        43546         63828            1       32545       16547
2016-02-12T12:23:16Z       53288       33092        20195       0.15(0.25)      9(20)             1             1        44066         63828            1       32542       16546
2016-02-12T12:23:36Z       53288       33088        20199        0.2(0.25)     12(20)             1             0        44711         63828            1       32538       16544
2016-02-12T12:23:56Z       53288       33085        20202       0.15(0.25)      9(20)             1             0        45260         63828            1       32535       16542
2016-02-12T12:24:16Z       53288       33083        20204        0.1(0.25)      6(20)             1             0        45613         63828            1       32533       16541
2016-02-12T12:24:37Z       53288       33080        20207       0.15(0.25)      9(20)             1             0        46147         63828            1       32530       16540
